,Protein_product,Replicon_Name,Replicon_Accession,Start,Stop,Strand,Gene,GeneID,Length,Protein_name,Sequence_Length,Sequence_Description,Annotation_GO_ID,Enzyme_Code,Enzyme_Name
136,XP_022286182.1,5,NC_035784.1,25298306,25300379,-,111099106,LOC111099106,430,exonuclease V-like isoform X2,1293,exonuclease V-like isoform X2,GO:0004518;GO:0006259;GO:0034655,EC:3.1.11;EC:3.1.15,Acting on ester bonds;Acting on ester bonds
137,XP_022286183.1,5,NC_035784.1,25298306,25302136,-,111099106,LOC111099106,423,exonuclease V-like isoform X3,1272,exonuclease V-like isoform X3,GO:0004518;GO:0006259;GO:0034655,EC:3.1.11;EC:3.1.15,Acting on ester bonds;Acting on ester bonds
138,XP_022286184.1,5,NC_035784.1,25298306,25302072,-,111099106,LOC111099106,421,exonuclease V-like isoform X4,1266,exonuclease V-like isoform X4,GO:0004518;GO:0006259;GO:0034655,EC:3.1.11;EC:3.1.15,Acting on ester bonds;Acting on ester bonds
139,XP_022286185.1,5,NC_035784.1,25292502,25293512,+,111099107,LOC111099107,336,uncharacterized protein LOC111099107,1011,uncharacterized protein LOC111099107,,,
140,XP_022286186.1,5,NC_035784.1,25302625,25308999,+,111099108,LOC111099108,227,protein LIAT1-like,684,protein LIAT1-like,GO:0006464;GO:0009056,,
141,XP_022286187.1,5,NC_035784.1,25347489,25349248,-,111099110,LOC111099110,192,dual specificity protein phosphatase 3-like,579,dual specificity protein phosphatase 3-like,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
142,XP_022286188.1,5,NC_035784.1,25343233,25343770,+,111099111,LOC111099111,179,LOW QUALITY PROTEIN: refilin-B-like,534,LOW QUALITY PROTEIN: refilin-B-like,GO:0007010;GO:0008092;GO:0030154;GO:0048856,,
143,XP_022286189.1,5,NC_035784.1,25138768,25158736,-,111099112,LOC111099112,961,zinc finger and BTB domain-containing protein 41-like,2886,zinc finger and BTB domain-containing protein 41-like,GO:0003674,,
144,XP_022286190.1,1,NC_035780.1,29848908,29850169,-,111099109,LOC111099109,143,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,432,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,,,
145,XP_022286191.1,5,NC_035784.1,57162762,57167638,+,111099115,LOC111099115,613,GPI transamidase component PIG-T-like,1842,GPI transamidase component PIG-T-like,GO:0005737;GO:0005783;GO:0006464;GO:0006629;GO:0009058;GO:0032991,,
146,XP_022286192.1,5,NC_035784.1,4374010,4375131,+,111099116,LOC111099116,373,sex peptide receptor-like,1122,sex peptide receptor-like,GO:0003674;GO:0005575;GO:0007165,,
147,XP_022286193.1,5,NC_035784.1,44007659,44015092,+,111099117,LOC111099117,187,uncharacterized protein LOC111099117,564,uncharacterized protein LOC111099117,,,
148,XP_022286194.1,5,NC_035784.1,73297091,73299327,-,111099118,LOC111099118,324,dehydrogenase/reductase SDR family member 9-like,975,dehydrogenase/reductase SDR family member 9-like,,,
149,XP_022286195.1,5,NC_035784.1,73308000,73309226,-,111099119,LOC111099119,297,uncharacterized protein LOC111099119,894,uncharacterized protein LOC111099119,GO:0003674,,
150,XP_022286196.1,5,NC_035784.1,15318314,15333703,+,111099120,LOC111099120,180,neuroglobin-1-like,543,neuroglobin-1-like,GO:0003674,,
151,XP_022286197.1,5,NC_035784.1,6843622,6847685,+,111099122,LOC111099122,252,derlin-1-like isoform X1,759,derlin-1-like isoform X1,,,
152,XP_022286198.1,5,NC_035784.1,6843622,6847685,+,111099122,LOC111099122,252,derlin-1-like isoform X1,759,derlin-1-like isoform X1,,,
153,XP_022286199.1,5,NC_035784.1,6843622,6847685,+,111099122,LOC111099122,248,derlin-1-like isoform X2,747,derlin-1-like isoform X2,,,
154,XP_022286200.1,1,NC_035780.1,43708670,43724288,-,111099121,LOC111099121,613,low-density lipoprotein receptor-related protein 2-like isoform X1,1842,low-density lipoprotein receptor-related protein 2-like isoform X1,,,
155,XP_022286201.1,5,NC_035784.1,80696566,80708969,+,111099123,LOC111099123,745,condensin complex subunit 2-like,2238,condensin complex subunit 2-like,GO:0005694;GO:0007059;GO:0032991;GO:0051276;GO:0140014,,
156,XP_022286202.1,5,NC_035784.1,88503106,88504336,-,111099124,LOC111099124,261,uncharacterized protein LOC111099124,786,uncharacterized protein LOC111099124,,,
157,XP_022286203.1,5,NC_035784.1,69759586,69766462,+,111099125,LOC111099125,697,uncharacterized protein LOC111099125 isoform X1,2094,uncharacterized protein LOC111099125 isoform X1,,,
158,XP_022286204.1,5,NC_035784.1,69759586,69766509,+,111099125,LOC111099125,697,uncharacterized protein LOC111099125 isoform X2,2094,uncharacterized protein LOC111099125 isoform X2,,,
159,XP_022286205.1,5,NC_035784.1,69759431,69766462,+,111099125,LOC111099125,645,uncharacterized protein LOC111099125 isoform X3,1938,uncharacterized protein LOC111099125 isoform X3,,,
160,XP_022286206.1,5,NC_035784.1,69761083,69766462,+,111099125,LOC111099125,592,uncharacterized protein LOC111099125 isoform X4,1779,uncharacterized protein LOC111099125 isoform X4,,,
161,XP_022286207.1,5,NC_035784.1,69761083,69766462,+,111099125,LOC111099125,592,uncharacterized protein LOC111099125 isoform X4,1779,uncharacterized protein LOC111099125 isoform X4,,,
162,XP_022286208.1,5,NC_035784.1,52039841,52044869,-,111099126,LOC111099126,270,uncharacterized protein LOC111099126,813,uncharacterized protein LOC111099126,,,
163,XP_022286209.1,1,NC_035780.1,49197178,49208777,+,111099046,LOC111099046,454,uncharacterized protein LOC111099046 isoform X2,1365,uncharacterized protein LOC111099046 isoform X2,,,
164,XP_022286210.1,1,NC_035780.1,43708670,43724288,-,111099121,LOC111099121,604,tenascin-like isoform X2,1815,tenascin-like isoform X2,,,
165,XP_022286211.1,5,NC_035784.1,24977356,24979272,+,111099127,LOC111099127,638,protein asteroid homolog 1-like isoform X1,1917,protein asteroid homolog 1-like isoform X1,GO:0004518;GO:0006259;GO:0006950,,
166,XP_022286212.1,5,NC_035784.1,24967087,24969003,+,111099127,LOC111099127,638,protein asteroid homolog 1-like isoform X2,1917,protein asteroid homolog 1-like isoform X2,,,
167,XP_022286213.1,5,NC_035784.1,24977356,24979272,+,111099127,LOC111099127,638,protein asteroid homolog 1-like isoform X1,1917,protein asteroid homolog 1-like isoform X1,GO:0004518;GO:0006259;GO:0006950,,
168,XP_022286214.1,5,NC_035784.1,40926885,40931531,+,111099128,LOC111099128,214,uncharacterized protein LOC111099128,645,uncharacterized protein LOC111099128,,,
169,XP_022286215.1,5,NC_035784.1,40918691,40922104,+,111099130,LOC111099130,280,integumentary mucin C.1-like,843,integumentary mucin C.1-like,,,
170,XP_022286216.1,5,NC_035784.1,95403266,95433628,-,111099131,LOC111099131,1101,heat shock 70 kDa protein 12B-like,3306,heat shock 70 kDa protein 12B-like,,,
171,XP_022286217.1,5,NC_035784.1,95403266,95433628,-,111099131,LOC111099131,1101,heat shock 70 kDa protein 12B-like,3306,heat shock 70 kDa protein 12B-like,,,
172,XP_022286218.1,1,NC_035780.1,43708670,43724288,-,111099121,LOC111099121,604,tenascin-like isoform X3,1815,tenascin-like isoform X3,,,
173,XP_022286219.1,5,NC_035784.1,95502039,95564850,-,111099133,LOC111099133,1118,heat shock 70 kDa protein 12A-like isoform X1,3357,heat shock 70 kDa protein 12A-like isoform X1,,,
174,XP_022286220.1,5,NC_035784.1,95502039,95564850,-,111099133,LOC111099133,1084,heat shock 70 kDa protein 12B-like isoform X2,3255,heat shock 70 kDa protein 12B-like isoform X2,,,
175,XP_022286221.1,5,NC_035784.1,95502039,95546792,-,111099133,LOC111099133,981,heat shock 70 kDa protein 12A-like isoform X3,2946,heat shock 70 kDa protein 12A-like isoform X3,,,
176,XP_022286222.1,5,NC_035784.1,95502039,95546792,-,111099133,LOC111099133,981,heat shock 70 kDa protein 12A-like isoform X3,2946,heat shock 70 kDa protein 12A-like isoform X3,,,
177,XP_022286223.1,5,NC_035784.1,95527303,95564850,-,111099133,LOC111099133,762,heat shock 70 kDa protein 12A-like isoform X4,2289,heat shock 70 kDa protein 12A-like isoform X4,,,
178,XP_022286224.1,5,NC_035784.1,95490679,95496685,+,111099135,LOC111099135,595,uncharacterized protein LOC111099135 isoform X1,1788,uncharacterized protein LOC111099135 isoform X1,,,
179,XP_022286225.1,5,NC_035784.1,95490679,95621819,+,111099135,LOC111099135,595,uncharacterized protein LOC111099135 isoform X2,1788,uncharacterized protein LOC111099135 isoform X2,,,
180,XP_022286226.1,5,NC_035784.1,95490679,95621819,+,111099135,LOC111099135,595,uncharacterized protein LOC111099135 isoform X3,1788,uncharacterized protein LOC111099135 isoform X3,,,
181,XP_022286227.1,5,NC_035784.1,95490679,95496685,+,111099135,LOC111099135,572,uncharacterized protein LOC111099135 isoform X4,1719,uncharacterized protein LOC111099135 isoform X4,,,
182,XP_022286228.1,1,NC_035780.1,43678257,43688909,-,111099134,LOC111099134,166,semaphorin-5A-like,501,semaphorin-5A-like,,,
183,XP_022286229.1,5,NC_035784.1,73451996,73457301,-,111099137,LOC111099137,303,uncharacterized protein LOC111099137,912,uncharacterized protein LOC111099137,,,
184,XP_022286230.1,5,NC_035784.1,3390089,3394685,+,111099138,LOC111099138,141,LOW QUALITY PROTEIN: uncharacterized protein C20orf85 homolog,423,LOW QUALITY PROTEIN: uncharacterized protein C20orf85 homolog,,,
185,XP_022286231.1,5,NC_035784.1,43145475,43152320,+,111099139,LOC111099139,550,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,1653,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,GO:0003674,,
186,XP_022286232.1,5,NC_035784.1,43145475,43152262,+,111099139,LOC111099139,533,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X2,1602,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X2,GO:0003674,,
187,XP_022286233.1,5,NC_035784.1,30414173,30427672,+,111099140,LOC111099140,1162,probable ATP-dependent RNA helicase DHX37,3489,probable ATP-dependent RNA helicase DHX37,GO:0004386;GO:0043167,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
188,XP_022286234.1,5,NC_035784.1,33673108,33674163,-,111099141,LOC111099141,351,uncharacterized protein LOC111099141,1056,uncharacterized protein LOC111099141,GO:0003674;GO:0006259,,
189,XP_022286235.1,5,NC_035784.1,91089715,91091214,-,111099145,LOC111099145,284,uncharacterized protein LOC111099145,855,uncharacterized protein LOC111099145,,,
190,XP_022286236.1,5,NC_035784.1,91087167,91087991,+,111099146,LOC111099146,172,uncharacterized protein LOC111099146 isoform X1,519,uncharacterized protein LOC111099146 isoform X1,GO:0003674,,
191,XP_022286237.1,1,NC_035780.1,63727133,63728140,+,111099143,LOC111099143,335,glyceraldehyde-3-phosphate dehydrogenase-like,1008,glyceraldehyde-3-phosphate dehydrogenase-like,GO:0005975;GO:0016491;GO:0044281,,
192,XP_022286238.1,5,NC_035784.1,91087167,91088272,+,111099146,LOC111099146,170,uncharacterized protein LOC111099146 isoform X2,513,uncharacterized protein LOC111099146 isoform X2,GO:0003674,,
193,XP_022286239.1,5,NC_035784.1,42967474,42977724,+,111099147,LOC111099147,562,protein draper-like isoform X1,1689,protein draper-like isoform X1,,,
194,XP_022286240.1,5,NC_035784.1,42967474,42977724,+,111099147,LOC111099147,560,protein draper-like isoform X2,1683,protein draper-like isoform X2,,,
195,XP_022286241.1,5,NC_035784.1,16463677,16464810,+,111099148,LOC111099148,377,uncharacterized protein LOC111099148,1134,uncharacterized protein LOC111099148,GO:0003674;GO:0005575;GO:0007165,,
196,XP_022286242.1,5,NC_035784.1,80489097,80508831,-,111099150,LOC111099150,221,ras-related protein Rab-24-like isoform X1,666,ras-related protein Rab-24-like isoform X1,GO:0003924;GO:0043167,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
197,XP_022286243.1,5,NC_035784.1,80489097,80499562,-,111099150,LOC111099150,219,ras-related protein Rab-24-like isoform X2,660,ras-related protein Rab-24-like isoform X2,GO:0003924;GO:0043167,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
198,XP_022286244.1,5,NC_035784.1,80489097,80502581,-,111099150,LOC111099150,219,ras-related protein Rab-24-like isoform X3,660,ras-related protein Rab-24-like isoform X3,GO:0003924;GO:0043167,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
199,XP_022286245.1,5,NC_035784.1,80489097,80506804,-,111099150,LOC111099150,217,ras-related protein Rab-24-like isoform X4,654,ras-related protein Rab-24-like isoform X4,GO:0003924;GO:0043167,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
200,XP_022286246.1,5,NC_035784.1,80489097,80506643,-,111099150,LOC111099150,193,ras-related protein Rab-24-like isoform X5,582,ras-related protein Rab-24-like isoform X5,GO:0003924;GO:0043167,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
201,XP_022286247.1,5,NC_035784.1,10385367,10392031,+,111099152,LOC111099152,598,NADPH oxidoreductase A-like isoform X1,1797,NADPH oxidoreductase A-like isoform X1,GO:0016491;GO:0043167,,
202,XP_022286248.1,5,NC_035784.1,10385367,10392031,+,111099152,LOC111099152,592,NADPH oxidoreductase A-like isoform X2,1779,NADPH oxidoreductase A-like isoform X2,GO:0016491;GO:0043167,,
203,XP_022286249.1,5,NC_035784.1,10394056,10397341,-,111099153,LOC111099153,296,uncharacterized protein LOC111099153,891,uncharacterized protein LOC111099153,,,
204,XP_022286250.1,1,NC_035780.1,56765721,56799149,-,111099151,LOC111099151,911,"dual 3\',5\'-cyclic-AMP and -GMP phosphodiesterase 11A-like isoform X1",2736,dual 3'%2C5'-cyclic-AMP and -GMP phosphodiesterase 11A-like isoform X1,GO:0003674;GO:0007165;GO:0034641;GO:0044281,EC:3.1.4.17,3'
205,XP_022286251.1,5,NC_035784.1,25819030,25820355,-,111099154,LOC111099154,441,neuronal acetylcholine receptor subunit alpha-7-like,1326,neuronal acetylcholine receptor subunit alpha-7-like,GO:0005575;GO:0007165;GO:0022857,,
206,XP_022286252.1,5,NC_035784.1,2052220,2059355,-,111099155,LOC111099155,454,caspase-6-like,1365,caspase-6-like,GO:0008219;GO:0008233,EC:3.4.22,Acting on peptide bonds (peptidases)
207,XP_022286253.1,5,NC_035784.1,26423186,26442447,-,111099156,LOC111099156,458,bleomycin hydrolase-like,1377,bleomycin hydrolase-like,GO:0008233,EC:3.4.22,Acting on peptide bonds (peptidases)
208,XP_022286254.1,5,NC_035784.1,330491,386952,+,111099157,LOC111099157,1013,rap1 GTPase-activating protein 1-like isoform X1,3042,rap1 GTPase-activating protein 1-like isoform X1,GO:0007165;GO:0030234,,
209,XP_022286255.1,5,NC_035784.1,330491,386952,+,111099157,LOC111099157,1013,rap1 GTPase-activating protein 1-like isoform X1,3042,rap1 GTPase-activating protein 1-like isoform X1,GO:0007165;GO:0030234,,
210,XP_022286256.1,5,NC_035784.1,330491,386952,+,111099157,LOC111099157,1013,rap1 GTPase-activating protein 1-like isoform X1,3042,rap1 GTPase-activating protein 1-like isoform X1,GO:0007165;GO:0030234,,
211,XP_022286257.1,5,NC_035784.1,330491,386952,+,111099157,LOC111099157,1013,rap1 GTPase-activating protein 1-like isoform X1,3042,rap1 GTPase-activating protein 1-like isoform X1,GO:0007165;GO:0030234,,
212,XP_022286258.1,5,NC_035784.1,330491,386952,+,111099157,LOC111099157,982,rap1 GTPase-activating protein 1-like isoform X2,2949,rap1 GTPase-activating protein 1-like isoform X2,GO:0007165;GO:0030234,,
213,XP_022286259.1,1,NC_035780.1,56765721,56799149,-,111099151,LOC111099151,884,"dual 3\',5\'-cyclic-AMP and -GMP phosphodiesterase 11A-like isoform X2",2655,dual 3'%2C5'-cyclic-AMP and -GMP phosphodiesterase 11A-like isoform X2,GO:0003674;GO:0007165;GO:0034641;GO:0044281,EC:3.1.4.17,3'
214,XP_022286260.1,5,NC_035784.1,330491,386952,+,111099157,LOC111099157,979,rap1 GTPase-activating protein 1-like isoform X3,2940,rap1 GTPase-activating protein 1-like isoform X3,GO:0007165;GO:0030234,,
215,XP_022286261.1,5,NC_035784.1,332145,386952,+,111099157,LOC111099157,927,rap1 GTPase-activating protein 1-like isoform X4,2784,rap1 GTPase-activating protein 1-like isoform X4,GO:0007165;GO:0030234,,
216,XP_022286262.1,5,NC_035784.1,358713,386952,+,111099157,LOC111099157,792,rap1 GTPase-activating protein 1-like isoform X5,2379,rap1 GTPase-activating protein 1-like isoform X5,GO:0007165;GO:0030234,,
217,XP_022286263.1,5,NC_035784.1,354999,386952,+,111099157,LOC111099157,785,rap1 GTPase-activating protein 1-like isoform X6,2358,rap1 GTPase-activating protein 1-like isoform X6,GO:0007165;GO:0030234,,
218,XP_022286264.1,5,NC_035784.1,376203,386952,+,111099157,LOC111099157,785,rap1 GTPase-activating protein 1-like isoform X7,2358,rap1 GTPase-activating protein 1-like isoform X7,GO:0007165;GO:0030234,,
219,XP_022286265.1,5,NC_035784.1,373025,386952,+,111099157,LOC111099157,771,rap1 GTPase-activating protein 1-like isoform X8,2316,rap1 GTPase-activating protein 1-like isoform X8,GO:0007165;GO:0030234,,
220,XP_022286266.1,5,NC_035784.1,360545,386952,+,111099157,LOC111099157,766,rap1 GTPase-activating protein 1-like isoform X9,2301,rap1 GTPase-activating protein 1-like isoform X9,GO:0007165;GO:0030234,,
221,XP_022286267.1,5,NC_035784.1,369112,386952,+,111099157,LOC111099157,758,rap1 GTPase-activating protein 1-like isoform X10,2277,rap1 GTPase-activating protein 1-like isoform X10,GO:0007165;GO:0030234,,
222,XP_022286268.1,5,NC_035784.1,368215,386952,+,111099157,LOC111099157,750,rap1 GTPase-activating protein 1-like isoform X11,2253,rap1 GTPase-activating protein 1-like isoform X11,GO:0007165;GO:0030234,,
223,XP_022286269.1,5,NC_035784.1,378916,386952,+,111099157,LOC111099157,741,rap1 GTPase-activating protein 1-like isoform X12,2226,rap1 GTPase-activating protein 1-like isoform X12,GO:0007165;GO:0030234,,
224,XP_022286270.1,5,NC_035784.1,378916,386952,+,111099157,LOC111099157,741,rap1 GTPase-activating protein 1-like isoform X12,2226,rap1 GTPase-activating protein 1-like isoform X12,GO:0007165;GO:0030234,,
225,XP_022286271.1,5,NC_035784.1,378916,386952,+,111099157,LOC111099157,741,rap1 GTPase-activating protein 1-like isoform X12,2226,rap1 GTPase-activating protein 1-like isoform X12,GO:0007165;GO:0030234,,
226,XP_022286272.1,5,NC_035784.1,354999,386952,+,111099157,LOC111099157,720,rap1 GTPase-activating protein 1-like isoform X13,2163,rap1 GTPase-activating protein 1-like isoform X13,GO:0007165;GO:0030234,,
227,XP_022286273.1,1,NC_035780.1,56762331,56763876,+,111099158,LOC111099158,202,uncharacterized protein LOC111099158,609,uncharacterized protein LOC111099158,,,
